session,dialog_id,utterance_id,text,emotion
Session2,Ses02M_impro03,Ses02M_impro03_F014,She must have flipped out.,happiness
Session2,Ses02M_impro03,Ses02M_impro03_F015,Right exactly because you can't say no in front of thousands of people. [LAUGHTER],happiness
Session2,Ses02M_impro03,Ses02M_impro03_F016,Did you bring her up on stage too?,happiness
Session2,Ses02M_impro03,Ses02M_impro03_F017,"Oh, my Gosh, that's so cute.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_F018,Are your parents excited or...?,happiness
Session2,Ses02M_impro03,Ses02M_impro03_F020,"Ooh, that would be fun.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_F023,"Oh my Gosh. I cannot believe you're getting married, that is so cool.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_F024,"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]",happiness
Session2,Ses02M_impro03,Ses02M_impro03_F028,"Yay, well congratulations, that's so cool. [BREATHING] I can't wait.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M000,"Oh, you're never going to believe it.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M001,"Well, I finally did it",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M005,"Yes, she said yes. [LAUGHTER] I know",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M008,"Yes, yes. You know, she - she was like - I mean, she was happy, you know",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M009,"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M010,"Oh, well, it was -- you know, we were at this- at this concert and yeah",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M011,so I-I talked to some of the crew before hand and-,happiness
Session2,Ses02M_impro03,Ses02M_impro03_M012,I-I did.,happiness
Session2,Ses02M_impro03,Ses02M_impro03_M014,"I know, so",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M015,I got to freak her out.,happiness
Session2,Ses02M_impro03,Ses02M_impro03_M016,"No, yes -- so",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M017,"Yea, that way she was guaranteed that she could not say no.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M018,"No, but it was good.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M019,"Yes, yes. [LAUGHTER]",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M020,"I know it was, I don't know I was really nervous but I'm really - I'm really glad.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M021,"Oh yes, they - they you know they love her and so I mean...",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M024,"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M026,I know.,happiness
Session2,Ses02M_impro03,Ses02M_impro03_M027,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M028,"Sure. Oh, yes.",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M030,"Yes, well, Thanks, thanks. Thank you. yeah",happiness
Session2,Ses02M_impro03,Ses02M_impro03_M031,Hah.,happiness
Session2,Ses02F_impro08,Ses02F_impro08_F000,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F001,"All right, sir.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F002,I completely understand.  Automated systems are very difficult sometimes.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F003,"Um, how may I help you.  You're trying to book a specific flight?",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F004,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F005,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F006,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F007,Is that all right?,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F008,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F009,All I'm going to need is your credit card number but just give me one moment. So-,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F010,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F011,Absolutely. we we,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F012,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F013,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F014,Yeah.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F015,Okay.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F016,Great.  How many seats?,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F017,Okay.  Great.  Four seats.  I'll book you for four seats.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F018,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F019,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F020,Okay.  Great.  What time of the day would you like?,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F021,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F022,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_F023,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F024,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F025,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F026,Absolutely. Thank you so much for calling and we hope that you will come to us again.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_F027,Thank you.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M000,"Yeah, hello.",frustration
Session2,Ses02F_impro08,Ses02F_impro08_M001,Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.,frustration
Session2,Ses02F_impro08,Ses02F_impro08_M002,"I know, I'm sorry.  It's-It's just that it's been a little frustrating because--",frustration
Session2,Ses02F_impro08,Ses02F_impro08_M003,Okay.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M004,"Well, yeah, I mean I heard there was like these package deals and that maybe I could get a like a hotel or something like that. and-",frustration
Session2,Ses02F_impro08,Ses02F_impro08_M005,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M006,[BREATHING] that's good.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M007,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M008,Okay. So--,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M009,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M010,"--you know, the kids wanna go to the beach and stuff and so--um",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M011,"Well, it's gonna be four of them.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M012,All right.  And can they like all get together?,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M013,"Um- You know, window is nice. I guess",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M015,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M016,"And, like, there's there's shuttles or something that I can get to the hotel.",neutral
Session2,Ses02F_impro08,Ses02F_impro08_M018,All right.  So we're confirmed then or do you--All right.,neutral
Session2,Ses02F_impro08,Ses02F_impro08_M019,Okay.,neutral
Session2,Ses02M_impro02,Ses02M_impro02_F000,I don't want you to go.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F001,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",sadness
Session2,Ses02M_impro02,Ses02M_impro02_F002,I don't want to be a single mom.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F003,but,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F004,It's dangerous; I mean how can you make sure that you'll,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F005,I hope so.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F006,I hope so.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F007,It's going to be really rough.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F008,I'll send you lots of pictures.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_F009,"Well, just promise me that you going to be safe.",sadness
Session2,Ses02M_impro02,Ses02M_impro02_F010,"I mean can't they put you in like, you know kitchen work or something where you won't get",sadness
Session2,Ses02M_impro02,Ses02M_impro02_F011,It doesn't make any sense; I don't know why we have to be at war in the first place.,frustration
Session2,Ses02M_impro02,Ses02M_impro02_F012,"Will you write me letters, paper ones?",sadness
Session2,Ses02M_impro02,Ses02M_impro02_F013,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",sadness
Session2,Ses02M_impro02,Ses02M_impro02_F014,I'll miss you too.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_M000,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",sadness
Session2,Ses02M_impro02,Ses02M_impro02_M001,"You won't be. I'll be back; I'll be back before you know it. All right, and",sadness
Session2,Ses02M_impro02,Ses02M_impro02_M002,and,sadness
Session2,Ses02M_impro02,Ses02M_impro02_M003,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",frustration
Session2,Ses02M_impro02,Ses02M_impro02_M007,"You gotta take care of our baby for me, alright?",sadness
Session2,Ses02M_impro02,Ses02M_impro02_M008,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",sadness
Session2,Ses02M_impro02,Ses02M_impro02_M009,I've never been - I've never been away from you for two weeks let alone a year.,sadness
Session2,Ses02M_impro02,Ses02M_impro02_M013,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,sadness
Session2,Ses02M_impro02,Ses02M_impro02_M014,"and it'll work out you know, go there and do that. Yeah, I'll be back",neutral
Session2,Ses02M_impro02,Ses02M_impro02_M017,"Our baby has a dad, alright. Daddy is going to be back soon.",sadness
Session2,Ses02M_impro02,Ses02M_impro02_M018,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F002,"It doesn't make any easier, yes.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F003,"Oh, man. I'm so sorry.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F004,"It's going to be so rough, I'm sorry.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F005,Yeah.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F006,Totally.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F007,Yeah,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F008,"Yes. Well, at least you have a lot of good memories.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F009,"She really cared about you, you know.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F010,And she was,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F011,Yeah.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F012,Even if you still do she'll- she'll be there.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F013,Are you going to be okay?,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F014,"It's going to be okay, I promise.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_F015,Sure,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F016,you shouldn't be alone,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F017,Yes.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_F018,Yes.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M000,Kathy died last night.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M001,"yeah, I mean, you know, it was a -",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M002,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M003,"I mean at least she was home, she wasn't in the hospital anymore,",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M004,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M005,"Yes. I mean, it's not as rough on me as it is on him but",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M006,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M007,"out to- out to dinner you know and do the troops to California, I mean.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M008,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M009,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M010,She was [garbage],sadness
Session2,Ses02M_impro06,Ses02M_impro06_M011,"Yes, I mean she cared about all of us. She was great",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M012,so loving everybody you know.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M013,"Gosh, I just hate I just hate to see her go.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M014,We were all going take a trip to Europe you know.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M015,Yes.  [BREATHING] God.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M016,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M017,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M018,Then she's gone.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M019,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M020,to talk to somebody but,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M021,"It's just going to take a while, I think.",sadness
Session2,Ses02M_impro06,Ses02M_impro06_M022,Ah.,sadness
Session2,Ses02M_impro06,Ses02M_impro06_M023,Thank you.,sadness
Session2,Ses02M_impro07,Ses02M_impro07_F000,"Oh, yeah? Have you gotten letters yet?",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F001,"Um, I don't know, where?",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F003,"Oh my Gosh, that's so cool.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F004,"[LAUGHTER] It's gotta be it, like-",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F005,"Oh my Gosh, that's so cool.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F006,big packet is gotta be the real thing. yeah,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F007,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F008,That's so cool.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F009,"Yeah, totally.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F010,So you're going to be right here in Los Angeles; that is so cool.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F011,So can we hang out?,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F012,Yay.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F013,"Oh, yay. Thank you. [LAUGHTER].",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F014,No but that's an awesome school. That's so cool.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F015,"Oh, totally totally.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F016,you get to like be a part of that.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F017,"Like you get to be a part of that. Like the, like the- Like a cult.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F018,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F019,So you know what you are going to do there?,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F020,"Okay. They have a lot of good schools, right?",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F021,"Yes, it's intimate.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F022,I know. It's so cool.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F023,"Fair for you, Wow, oh my Gosh.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F024,I will do the best I can.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F025,"Well, there are all kinds of awesome secrets so you'll really enjoy it. It's really great. I'm so glad.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F026,Yay,happiness
Session2,Ses02M_impro07,Ses02M_impro07_F027,"Okay. Yes, totally come visit",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F028,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",happiness
Session2,Ses02M_impro07,Ses02M_impro07_F029,So Congratulations. That's awesome.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M002,U.S.C..,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M006,"but big packet, big packet is nice",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M007,"So it's like, yes, rip it open and there it is big - oh, yes.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M008,"Yeah. I know, I know.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M009,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M010,and everything like but,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M011,"it was good, yeah. I mean-",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M013,I'm looking forward to it.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M014,"Hey, yes, you know that's - that's what I'm coming for.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M015,You're half the reason I'm going. [LAUGHTER],happiness
Session2,Ses02M_impro07,Ses02M_impro07_M017,"You know what I mean, I bet the home games, are just like nuts you know.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M018,What?,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M019,[LAUGHTER] I know. I mean part of-,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M020,Yeah. Right. A cult. I'm looking forward to being in the cult.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M021,"Right I know, like you, it won't hurt, I mean national champions last year, wow, you know",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M022,Maybe we'll do it again this year.,happiness
Session2,Ses02M_impro07,Ses02M_impro07_M023,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M024,"I-I don't know. Kind of a broad,",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M025,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M026,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M029,I mean you got to - you got to show me the ropes 'cause I've never been there before so I mean you know your way around already and- [LAUGHTER],happiness
Session2,Ses02M_impro07,Ses02M_impro07_M030,"Oh, alright.",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M031,"I'm-I'm looking forward to that. [BREATHING] man, So yeah, I think I'm going to come out a little early so I mean I'll give you a call and we'll definitely-",happiness
Session2,Ses02M_impro07,Ses02M_impro07_M032,"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",happiness
Session2,Ses02M_impro05,Ses02M_impro05_F000,"Hi, can I help you?",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F001,"Oh, did you check? Did you make sure as it went around the second time that it-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F002,"Okay. Well, um- the f.",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F003,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F004,"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F005,"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F006,Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F007,"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F008,"I- I- I understand, but um.",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F009,Okay,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F010,Right.,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F011,"I understand that. Um- So I'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F012,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F013,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F014,So we'll- what we'll do,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F015,Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F016,"Um, so.",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F017,"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F018,I'm sorry there is no guarantee on baggage.,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F019,"I understand, so-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F020,"all right, We've already checked back here for your baggage",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F021,and we will continue to look for it and because your paper-,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F022,"I've already looked, thank you very much and because we've filled out paperwork if it shows up we will send it to you but otherwise what we can do is reimburse you for fifty dollar.",frustration
Session2,Ses02M_impro05,Ses02M_impro05_F023,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F024,The airline can't afford to give you everything that is in that suitcase. and so-,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F025,Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,neutral
Session2,Ses02M_impro05,Ses02M_impro05_F026,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",neutral
Session2,Ses02M_impro05,Ses02M_impro05_F028,I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,frustration
Session2,Ses02M_impro05,Ses02M_impro05_F029,There's other people waiting-,frustration
Session2,Ses02M_impro05,Ses02M_impro05_M000,Hi. Um-,neutral
Session2,Ses02M_impro05,Ses02M_impro05_M001,It seems that uh- my-my bag didn't make it out on the carousel.,neutral
Session2,Ses02M_impro05,Ses02M_impro05_M002,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",neutral
Session2,Ses02M_impro05,Ses02M_impro05_M003,Okay. So what-what do I have to get you know,neutral
Session2,Ses02M_impro05,Ses02M_impro05_M006,I really - I really need that bag.,frustration
Session2,Ses02M_impro05,Ses02M_impro05_M008,"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",frustration
Session2,Ses02M_impro05,Ses02M_impro05_M010,"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane",frustration
Session2,Ses02M_impro05,Ses02M_impro05_M011,can they check there?,frustration
Session2,Ses02M_impro05,Ses02M_impro05_M013,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",anger
Session2,Ses02M_impro05,Ses02M_impro05_M014,see where it came from originally. I mean it seems like-,frustration
Session2,Ses02M_impro05,Ses02M_impro05_M016,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",anger
Session2,Ses02M_impro05,Ses02M_impro05_M017,This is unbelievable. I've got,frustration
Session2,Ses02M_impro05,Ses02M_impro05_M018,you don't realize the stuff that I've got in that - I really need to get the suitcase okay,anger
Session2,Ses02M_impro05,Ses02M_impro05_M019,"so if it's back there or something, if there is something you can do",frustration
Session2,Ses02M_impro05,Ses02M_impro05_M020,"I need you to tell me because I really need to get the bag, okay?",frustration
Session2,Ses02M_impro05,Ses02M_impro05_M021,You've already checked? Can you check again? [garbage],frustration
Session2,Ses02M_impro05,Ses02M_impro05_M023,"Uh huh, yea, lost some of my possessions, yes, so if I lost maybe a shoe that was in the suitcase and like a carry-on",frustration
Session2,Ses02M_impro05,Ses02M_impro05_M024,"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",frustration
Session2,Ses02M_impro05,Ses02M_impro05_M025,The a- what? Talking about a core they can't afford it? I mean-,anger
Session2,Ses02M_impro05,Ses02M_impro05_M026,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,anger
Session2,Ses02M_impro05,Ses02M_impro05_M027,because this is ridiculous?,frustration
Session2,Ses02M_impro05,Ses02M_impro05_M028,All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.,frustration
Session2,Ses02M_impro04,Ses02M_impro04_F000,So how you feeling?,neutral
Session2,Ses02M_impro04,Ses02M_impro04_F001,"You've been doing a lot of work for it, right?",neutral
Session2,Ses02M_impro04,Ses02M_impro04_F002,"Right, so the fact you doing the best that you can is -",neutral
Session2,Ses02M_impro04,Ses02M_impro04_F003,"you know you shouldn't give yourself a hard time for that, it's the best you can.",neutral
Session2,Ses02M_impro04,Ses02M_impro04_F004,"Well, but you care about what you do, right?",neutral
Session2,Ses02M_impro04,Ses02M_impro04_F005,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",neutral
Session2,Ses02M_impro04,Ses02M_impro04_F006,"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",neutral
